   -0.0012648685    -0.0008292521    -0.0003087060
   -0.0010423288    -0.0009351833     0.0001166493
   -0.0012930380    -0.0005690755    -0.0006696892
   -0.0013719776    -0.0007443243    -0.0001277589
   -0.0011062350    -0.0008533021     0.0001985714
   -0.0010534831    -0.0003613040    -0.0009435868
   -0.0014633991    -0.0004921730    -0.0004833615
   -0.0014353380    -0.0006585788     0.0000116347
   -0.0011792377    -0.0007220815     0.0002686967
   -0.0012952252    -0.0002903295    -0.0007984748
   -0.0015801162    -0.0004053968    -0.0002928965
   -0.0014729321    -0.0005103807     0.0001387990
   -0.0010048201    -0.0001874982    -0.0009686774
   -0.0014891795    -0.0001908685    -0.0005989921
   -0.0016205575    -0.0002503023    -0.0000936489
   -0.0014307133    -0.0003063919     0.0002506408
   -0.0012523545    -0.0000686149    -0.0008019106
   -0.0015712695    -0.0000301682    -0.0003562018
   -0.0015343209    -0.0000585148     0.0000812148
   -0.0013819658     0.0000993617    -0.0005639461
   -0.0014946872     0.0001424243    -0.0001266601
   -0.0009176049    -0.0014313621     0.0001581664
   -0.0013136213    -0.0010829561    -0.0010253835
   -0.0016010802    -0.0013114524    -0.0001705515
   -0.0009964998    -0.0013141111     0.0003756119
   -0.0004714895    -0.0012119581     0.0003462832
   -0.0010221260    -0.0006665339    -0.0013733153
   -0.0018908803    -0.0009043729    -0.0007554130
   -0.0016991716    -0.0011361963     0.0001524689
   -0.0010006956    -0.0012282468     0.0004244817
   -0.0006415210    -0.0011597377     0.0003512919
   -0.0015456324    -0.0004728690    -0.0012642314
   -0.0020696492    -0.0007317670    -0.0004060624
   -0.0016324918    -0.0010524425     0.0002881746
   -0.0011120363    -0.0011406366     0.0004205853
   -0.0009099833    -0.0002715046    -0.0014432222
   -0.0018292590    -0.0003541424    -0.0010132354
   -0.0020688422    -0.0006949751    -0.0001636507
   -0.0016690867    -0.0009501522     0.0003498888
   -0.0012744295    -0.0009432195     0.0004665271
   -0.0003990018    -0.0002606665    -0.0013664124
   -0.0012646507    -0.0002036780    -0.0013390595
   -0.0020280081    -0.0003358202    -0.0007453121
   -0.0021126923    -0.0005896994     0.0000417997
   -0.0017198059    -0.0006949181     0.0004338666
   -0.0013367777    -0.0006505028     0.0005468386
   -0.0007737161    -0.0002104860    -0.0013783739
   -0.0016339708    -0.0001500524    -0.0011394507
   -0.0021906755    -0.0002028175    -0.0004225273
   -0.0020518413    -0.0003132125     0.0002470961
   -0.0016412878    -0.0003675726     0.0005118094
   -0.0012034285    -0.0001088504    -0.0012725230
   -0.0019243772     0.0000303037    -0.0008055634
   -0.0021188714     0.0000630822    -0.0000772826
   -0.0018161367    -0.0000172295     0.0003805413
   -0.0008559274    -0.0000976934    -0.0012483400
   -0.0015507485     0.0001096694    -0.0010039175
   -0.0019320466     0.0002879718    -0.0004012763
   -0.0018199433     0.0002895537     0.0001604711
   -0.0015079738     0.0001810354     0.0004356047
   -0.0011863563     0.0001355438    -0.0010662837
   -0.0016373821     0.0003687903    -0.0006313422
   -0.0016837500     0.0004707656    -0.0000858923
   -0.0014705757     0.0004032406     0.0002703981
   -0.0014757843     0.0005406601    -0.0003024985
   -0.0009109964    -0.0020595554    -0.0005097534
   -0.0005880618    -0.0019224814     0.0003356043
    0.0000637520    -0.0014499700     0.0004064695
   -0.0014951403    -0.0018790337    -0.0012618115
   -0.0018299639    -0.0022009409     0.0000568740
   -0.0007363400    -0.0017950076     0.0007169332
   -0.0000096314    -0.0014185484     0.0004126376
   -0.0013715246    -0.0012258743    -0.0019091648
   -0.0029332173    -0.0018387598    -0.0008517469
   -0.0021776181    -0.0018923878     0.0007511647
   -0.0006477330    -0.0016263276     0.0007616493
   -0.0002043879    -0.0014365553     0.0003473578
   -0.0006508846    -0.0006125806    -0.0020036354
   -0.0027621078    -0.0009101708    -0.0018797684
   -0.0036052326    -0.0013361294    -0.0000072839
   -0.0018235126    -0.0015941859     0.0009655198
   -0.0007198545    -0.0015981172     0.0005939001
   -0.0005440963    -0.0014147917     0.0003757140
    0.0000473094    -0.0003617846    -0.0016813302
   -0.0015051121    -0.0002587620    -0.0021981381
   -0.0035197694    -0.0003761250    -0.0012901435
   -0.0031278814    -0.0010810889     0.0004859143
   -0.0016170224    -0.0015728212     0.0007726914
   -0.0010753570    -0.0015159473     0.0005372587
   -0.0008649585    -0.0012363862     0.0005249199
   -0.0003919549    -0.0001780610    -0.0019186731
   -0.0020780561     0.0000549713    -0.0019963959
   -0.0033671488    -0.0003411062    -0.0007163636
   -0.0027389401    -0.0011931899     0.0005149823
   -0.0018393380    -0.0014014744     0.0006733285
   -0.0014137639    -0.0012049828     0.0006538758
    0.0001509959    -0.0003067620    -0.0015306458
   -0.0008343017    -0.0000917377    -0.0019658477
   -0.0024165006    -0.0000308850    -0.0016636512
   -0.0033071823    -0.0005367143    -0.0003590560
   -0.0027196811    -0.0009442025     0.0005983783
   -0.0020190250    -0.0009264978     0.0007313745
   -0.0014766540    -0.0007680131     0.0007959043
   -0.0002494829    -0.0003044608    -0.0017022408
   -0.0014244305    -0.0001451213    -0.0018977925
   -0.0028975858    -0.0000804726    -0.0012335142
   -0.0032387194    -0.0002343075     0.0001036171
   -0.0025142877    -0.0003866199     0.0006949354
   -0.0018866111    -0.0004116510     0.0008080437
   -0.0000151822    -0.0003833642    -0.0014329503
   -0.0008644441    -0.0002733279    -0.0017861654
   -0.0021664099    -0.0000104931    -0.0015965763
   -0.0030462210     0.0002815421    -0.0005494070
   -0.0027146623     0.0002380746     0.0004386306
   -0.0020869988     0.0000643157     0.0007147640
   -0.0015533677    -0.0000661150     0.0008170076
   -0.0005304125    -0.0002750456    -0.0015826180
   -0.0015874776    -0.0000250936    -0.0016354269
   -0.0025242362     0.0004095743    -0.0009615658
   -0.0025602600     0.0006420120     0.0000289175
   -0.0020637243     0.0004958657     0.0005272196
   -0.0016280203     0.0002864274     0.0006897326
   -0.0010949772     0.0000134327    -0.0015388500
   -0.0019938943     0.0004147600    -0.0011643185
   -0.0022434713     0.0007545870    -0.0003322270
   -0.0019107125     0.0007533342     0.0002743619
   -0.0015535420     0.0005594733     0.0005147254
   -0.0014405710     0.0004096181    -0.0012334036
   -0.0018743385     0.0007549020    -0.0006129714
   -0.0017210589     0.0008446176     0.0000128466
   -0.0014241609     0.0007171031     0.0003279919
   -0.0014308327     0.0007045973    -0.0008070459
   -0.0014979064     0.0008540704    -0.0002399385
   -0.0012931127     0.0007867085     0.0001380299
   -0.0001095018    -0.0024813783    -0.0004589829
    0.0001805074    -0.0021913490     0.0003713276
    0.0006699291    -0.0014679618     0.0003451822
    0.0002711208    -0.0015273192    -0.0016081130
   -0.0009676154    -0.0028369042    -0.0013791280
   -0.0012845545    -0.0032747778     0.0002444873
   -0.0000575821    -0.0022338490     0.0009254567
    0.0006048386    -0.0014692726     0.0003648169
   -0.0012977778    -0.0022943820    -0.0024709899
   -0.0035853926    -0.0038895828    -0.0009696857
   -0.0022768049    -0.0033111387     0.0015255490
    0.0000204644    -0.0019791622     0.0010836258
    0.0004210987    -0.0015435887     0.0002406276
   -0.0006727279    -0.0012218440    -0.0028137030
   -0.0047026903    -0.0027755716    -0.0030756287
   -0.0019886891    -0.0025516030     0.0022379052
    0.0000446845    -0.0019157543     0.0007410819
    0.0000100279    -0.0016850352     0.0002057451
    0.0002472260    -0.0005247829    -0.0023015347
   -0.0030039311    -0.0008378109    -0.0039199845
   -0.0012023051    -0.0022461586     0.0016268331
   -0.0004480646    -0.0020794576     0.0004645821
   -0.0005053473    -0.0016836989     0.0003987635
    0.0007973896    -0.0003597274    -0.0015974862
   -0.0006739524    -0.0000578088    -0.0030801729
   -0.0014923415    -0.0024081488     0.0009246553
   -0.0012162026    -0.0019925108     0.0006163527
   -0.0008607090    -0.0014170088     0.0006933094
    0.0004958139    -0.0001876925    -0.0020579411
   -0.0016449302     0.0006296030    -0.0033760886
   -0.0023719775    -0.0020448349     0.0008855956
   -0.0016352361    -0.0014787848     0.0009627607
    0.0008007030    -0.0004183312    -0.0014204323
    0.0000953691    -0.0000937611    -0.0023581342
   -0.0037630547    -0.0014662263     0.0011867774
   -0.0026334130    -0.0011632769     0.0011523946
   -0.0015461266    -0.0008607719     0.0011406495
    0.0004809947    -0.0004877302    -0.0017598656
   -0.0006582699    -0.0003088719    -0.0026173021
   -0.0033545707    -0.0003570968     0.0011743510
   -0.0021743750    -0.0004100031     0.0012503571
    0.0005072013    -0.0005669032    -0.0013829527
   -0.0002065475    -0.0005844426    -0.0021452047
   -0.0021825242    -0.0004057999    -0.0027477053
   -0.0034092873     0.0006087866     0.0010539448
   -0.0024705654     0.0002537092     0.0011187894
   -0.0015841962    -0.0000288557     0.0011415898
   -0.0000109284    -0.0005242692    -0.0017526525
   -0.0013957994    -0.0003868529    -0.0024185677
   -0.0036460506     0.0002767121    -0.0020672592
   -0.0030669072     0.0012440606     0.0007434372
   -0.0022862269     0.0008094810     0.0008657837
   -0.0017133739     0.0004181416     0.0009916695
   -0.0007602039    -0.0002252253    -0.0020078231
   -0.0024980670     0.0003358855    -0.0020988574
   -0.0035478566     0.0011355126    -0.0008233733
   -0.0027248813     0.0013851773     0.0003522602
   -0.0019433302     0.0010839979     0.0006286604
   -0.0015937095     0.0007390257     0.0007447627
   -0.0014267967     0.0003516892    -0.0018807856
   -0.0026126576     0.0010666938    -0.0012326575
   -0.0024521167     0.0013538272    -0.0000591133
   -0.0017201975     0.0011577363     0.0004078463
   -0.0013880336     0.0008849159     0.0005258602
   -0.0016157800     0.0008790744    -0.0013631537
   -0.0019856635     0.0012773565    -0.0005070434
   -0.0015839764     0.0011731720     0.0001474707
   -0.0012348770     0.0009359147     0.0003494699
   -0.0013854717     0.0010738309    -0.0008054692
   -0.0013734904     0.0011427299    -0.0001689684
   -0.0011279779     0.0009592949     0.0001663086
    0.0010218385    -0.0022109253    -0.0003722164
    0.0011603991    -0.0019046290     0.0002095041
    0.0011118568    -0.0015916129    -0.0013604296
    0.0004346075    -0.0030975918    -0.0011814187
    0.0002880006    -0.0035214930     0.0002349446
    0.0010158371    -0.0022163539     0.0007503345
    0.0012443900    -0.0012928994     0.0001391941
    0.0011758631    -0.0012172750    -0.0016422089
   -0.0001124307    -0.0032111280    -0.0025087969
   -0.0019776984    -0.0057305705    -0.0009253240
   -0.0008149734    -0.0044929904     0.0017736068
    0.0010172300    -0.0020857412     0.0010514887
    0.0010846829    -0.0014172609     0.0000035573
    0.0000479460    -0.0021742727    -0.0033314547
   -0.0011691369    -0.0039863306     0.0033532838
    0.0010412032    -0.0019442433     0.0007116655
    0.0006962594    -0.0016877754    -0.0000965896
    0.0007807488    -0.0009701919    -0.0029088782
    0.0005691362    -0.0022945460     0.0002030123
    0.0001035455    -0.0019397584     0.0000841124
    0.0013385787    -0.0004397591    -0.0019263843
   -0.0011562213    -0.0006453371    -0.0053715125
   -0.0005144605    -0.0027376856     0.0003060025
   -0.0004492171    -0.0018854334     0.0005068125
    0.0014770022    -0.0003959348    -0.0011343340
    0.0008939718    -0.0000612302    -0.0030436622
   -0.0023187180    -0.0038494144     0.0007749648
   -0.0014661669    -0.0025017692     0.0009709101
    0.0014369142    -0.0003343883    -0.0016753621
    0.0000860904     0.0007676392    -0.0040759661
   -0.0038145824    -0.0029529687     0.0016506101
   -0.0016579313    -0.0016760897     0.0014546647
    0.0013602233    -0.0005639963    -0.0010384634
    0.0012499563    -0.0003239045    -0.0021671987
   -0.0033256994    -0.0013538379     0.0021329439
   -0.0013685914    -0.0009111836     0.0014751911
    0.0012005609    -0.0007131943    -0.0014786306
    0.0005754551    -0.0007162192    -0.0028284827
   -0.0050813343    -0.0000172026     0.0023175612
   -0.0021940064    -0.0003953376     0.0018656385
    0.0009825677    -0.0007433567    -0.0011088053
    0.0006530082    -0.0009382006    -0.0021234747
   -0.0050323317     0.0016332533     0.0017343926
   -0.0028219605     0.0005399194     0.0018317971
    0.0005966250    -0.0007802455    -0.0016316022
   -0.0007146109    -0.0008946126    -0.0030757468
   -0.0026481977     0.0013325599     0.0013045301
   -0.0016543031     0.0005066499     0.0013591916
   -0.0001172857    -0.0005472288    -0.0022211168
   -0.0027365180     0.0001113941    -0.0036132420
   -0.0026410421     0.0021746894     0.0011416671
   -0.0019425753     0.0015108804     0.0008244013
   -0.0015909754     0.0009152953     0.0010227552
   -0.0009995834     0.0001376816    -0.0025248807
   -0.0036895600     0.0016310406    -0.0026937247
   -0.0048396694     0.0027605994    -0.0002660391
   -0.0025401194     0.0020392061     0.0009196584
   -0.0014728829     0.0013938531     0.0006315050
   -0.0013363897     0.0010440152     0.0006797322
   -0.0015216651     0.0009729487    -0.0021602732
   -0.0028618171     0.0021459061    -0.0012142598
   -0.0023488297     0.0020249520     0.0002876966
   -0.0013632594     0.0013492409     0.0004986998
   -0.0011228546     0.0010288796     0.0004691321
   -0.0014393598     0.0013788160    -0.0013990705
   -0.0017373125     0.0017622148    -0.0004132948
   -0.0013040557     0.0013788525     0.0002154122
   -0.0010153290     0.0010247950     0.0003222180
   -0.0011060483     0.0013076699    -0.0001590671
    0.0018749434    -0.0022624177    -0.0007592533
    0.0018954192    -0.0025195225     0.0000575883
    0.0019988623    -0.0015591828     0.0002718144
    0.0017454584    -0.0008766711    -0.0002213892
    0.0016855744    -0.0029054442    -0.0017931190
    0.0011065864    -0.0050190667    -0.0006334706
    0.0015787372    -0.0038456374     0.0011555088
    0.0020468083    -0.0016792418     0.0005255849
    0.0016276326    -0.0010746086    -0.0003496293
    0.0016287035    -0.0025438626    -0.0028261688
    0.0012295525    -0.0042619257     0.0028198599
    0.0020054607    -0.0016323697     0.0003187606
    0.0013114226    -0.0014095599    -0.0004794307
    0.0018847810    -0.0014246798    -0.0028552711
    0.0016218991    -0.0019907620    -0.0002209911
    0.0007849774    -0.0018393840    -0.0003692181
    0.0021410620    -0.0005998607    -0.0019801029
    0.0006412023    -0.0028586065    -0.0002868774
    0.0001799967    -0.0020788879     0.0000754976
    0.0021253664    -0.0003757637    -0.0010565596
    0.0017025265    -0.0004142459    -0.0043375388
   -0.0005985924    -0.0033338675     0.0005452061
   -0.0002752669    -0.0019051048     0.0006127784
    0.0022736548    -0.0002464638    -0.0019937406
   -0.0012623233    -0.0027262063     0.0014931944
    0.0020914350    -0.0005237502    -0.0009351879
    0.0021554736     0.0002126359    -0.0031146564
   -0.0012266519    -0.0016843828     0.0017707050
    0.0021592872    -0.0006669937    -0.0014587828
   -0.0029358585    -0.0014331197     0.0032253201
    0.0017209936    -0.0009115947    -0.0009413512
    0.0018191083    -0.0011601150    -0.0022872894
   -0.0016858072    -0.0004466585     0.0022443828
    0.0014503358    -0.0012061957    -0.0016524902
   -0.0024940292     0.0006220457     0.0026182035
    0.0011058088    -0.0009914626    -0.0012230572
    0.0004951487    -0.0013380716    -0.0029825804
   -0.0027179546     0.0018049759     0.0021071430
   -0.0013607202     0.0004417225     0.0016387736
    0.0006348860    -0.0008822621    -0.0019612642
   -0.0015665892    -0.0003885615    -0.0047628329
   -0.0020375426     0.0020698984     0.0011080696
   -0.0014367676     0.0009558330     0.0013483467
   -0.0001170612    -0.0002923452    -0.0026756970
   -0.0017214398     0.0023271627     0.0014742791
   -0.0012881577     0.0016178528     0.0005987518
   -0.0012771132     0.0011532707     0.0008877809
   -0.0008291857     0.0007104007    -0.0027982575
   -0.0034480611     0.0034149785    -0.0029714774
   -0.0019367900     0.0024034803     0.0012579688
   -0.0010299727     0.0013244467     0.0005402563
   -0.0010628516     0.0010980914     0.0005537365
   -0.0010735032     0.0014473324    -0.0021411792
   -0.0020775203     0.0028190616    -0.0011300300
   -0.0017018730     0.0023520404     0.0003406616
   -0.0010331282     0.0013542564     0.0004447596
   -0.0009300474     0.0010334256     0.0003850683
   -0.0009272670     0.0015392891    -0.0013095195
   -0.0011710364     0.0018633252    -0.0004282326
   -0.0009787391     0.0014110520     0.0001319894
   -0.0008557974     0.0010435873     0.0002486985
    0.0027125326    -0.0010223909    -0.0001348788
    0.0024970875    -0.0005719846    -0.0002161784
